"Drug","Neuroticism","Extraversion","Openness","Agreeableness","Cscore","Usage","Education"
"Amyl","39","20","16","21","13","CL0","Some College"
"Benzos","39","20","16","21","13","CL5","Some College"
"Caff","39","20","16","21","13","CL4","Some College"
"Cannabis","39","20","16","21","13","CL6","Some College"
"Choc","39","20","16","21","13","CL6","Some College"
"Coke","39","20","16","21","13","CL0","Some College"
"Crack","39","20","16","21","13","CL0","Some College"
"Ecstasy","39","20","16","21","13","CL6","Some College"
"Heroin","39","20","16","21","13","CL0","Some College"
"Ketamine","39","20","16","21","13","CL0","Some College"
"Legalh","39","20","16","21","13","CL3","Some College"
"LSD","39","20","16","21","13","CL5","Some College"
"Meth","39","20","16","21","13","CL0","Some College"
"Mushrooms","39","20","16","21","13","CL3","Some College"
"Nicotine","39","20","16","21","13","CL3","Some College"
"Semer","39","20","16","21","13","CL0","Some College"
"VSA","39","20","16","21","13","CL0","Some College"
"Alcohol","23","22","25","25","23","CL4","Some College"
"Amphet","23","22","25","25","23","CL5","Some College"
"Amyl","23","22","25","25","23","CL2","Some College"
"Benzos","23","22","25","25","23","CL3","Some College"
"Caff","23","22","25","25","23","CL6","Some College"
"Cannabis","23","22","25","25","23","CL4","Some College"
"Choc","23","22","25","25","23","CL5","Some College"
"Coke","23","22","25","25","23","CL2","Some College"
"Crack","23","22","25","25","23","CL2","Some College"
"Ecstasy","23","22","25","25","23","CL2","Some College"
"Heroin","23","22","25","25","23","CL0","Some College"
"Ketamine","23","22","25","25","23","CL2","Some College"
"Legalh","23","22","25","25","23","CL5","Some College"
"LSD","23","22","25","25","23","CL2","Some College"
"Meth","23","22","25","25","23","CL0","Some College"
"Mushrooms","23","22","25","25","23","CL2","Some College"
"Nicotine","23","22","25","25","23","CL6","Some College"
"Semer","23","22","25","25","23","CL0","Some College"
"VSA","23","22","25","25","23","CL0","Some College"
"Alcohol","44","17","18","22","12","CL5","Some College"
"Amphet","44","17","18","22","12","CL4","Some College"
"Amyl","44","17","18","22","12","CL0","Some College"
"Benzos","44","17","18","22","12","CL5","Some College"
"Caff","44","17","18","22","12","CL6","Some College"
"Cannabis","44","17","18","22","12","CL6","Some College"
"Choc","44","17","18","22","12","CL6","Some College"
"Coke","44","17","18","22","12","CL4","Some College"
"Crack","44","17","18","22","12","CL4","Some College"
"Ecstasy","44","17","18","22","12","CL3","Some College"
"Heroin","44","17","18","22","12","CL0","Some College"
"Ketamine","44","17","18","22","12","CL2","Some College"
"Legalh","44","17","18","22","12","CL3","Some College"
"LSD","44","17","18","22","12","CL0","Some College"
"Meth","44","17","18","22","12","CL2","Some College"
"Mushrooms","44","17","18","22","12","CL0","Some College"
"Nicotine","44","17","18","22","12","CL6","Some College"
"Semer","44","17","18","22","12","CL0","Some College"
"VSA","44","17","18","22","12","CL0","Some College"
"Alcohol","34"," 1","18","14","11","CL5","Some College"
"Amphet","34"," 1","18","14","11","CL6","Some College"
"Amyl","34"," 1","18","14","11","CL6","Some College"
"Benzos","34"," 1","18","14","11","CL4","Some College"
"Caff","34"," 1","18","14","11","CL6","Some College"
"Cannabis","34"," 1","18","14","11","CL5","Some College"
"Choc","34"," 1","18","14","11","CL6","Some College"
"Coke","34"," 1","18","14","11","CL4","Some College"
"Crack","34"," 1","18","14","11","CL0","Some College"
"Ecstasy","34"," 1","18","14","11","CL5","Some College"
"Heroin","34"," 1","18","14","11","CL0","Some College"
"Ketamine","34"," 1","18","14","11","CL5","Some College"
"Legalh","34"," 1","18","14","11","CL6","Some College"
"LSD","34"," 1","18","14","11","CL4","Some College"
"Meth","34"," 1","18","14","11","CL3","Some College"
"Mushrooms","34"," 1","18","14","11","CL3","Some College"
"Nicotine","34"," 1","18","14","11","CL6","Some College"
"Semer","34"," 1","18","14","11","CL0","Some College"
"VSA","34"," 1","18","14","11","CL2","Some College"
"Alcohol","17","17","21","20","22","CL4","Some College"
"Amphet","17","17","21","20","22","CL2","Some College"
"Amyl","17","17","21","20","22","CL2","Some College"
"Benzos","17","17","21","20","22","CL0","Some College"
"Caff","17","17","21","20","22","CL4","Some College"
"Cannabis","17","17","21","20","22","CL3","Some College"
"Choc","17","17","21","20","22","CL5","Some College"
"Coke","17","17","21","20","22","CL0","Some College"
"Crack","17","17","21","20","22","CL0","Some College"
"Ecstasy","17","17","21","20","22","CL0","Some College"
"Heroin","17","17","21","20","22","CL0","Some College"
"Ketamine","17","17","21","20","22","CL0","Some College"
"Legalh","17","17","21","20","22","CL0","Some College"
"LSD","17","17","21","20","22","CL0","Some College"
"Meth","17","17","21","20","22","CL0","Some College"
"Mushrooms","17","17","21","20","22","CL0","Some College"
"Nicotine","17","17","21","20","22","CL6","Some College"
"Semer","17","17","21","20","22","CL0","Some College"
"VSA","17","17","21","20","22","CL0","Some College"
"Alcohol","14","25","23","18","18","CL5","Masters"
"Amphet","14","25","23","18","18","CL5","Masters"
"Amyl","14","25","23","18","18","CL0","Masters"
"Benzos","14","25","23","18","18","CL0","Masters"
"Caff","14","25","23","18","18","CL5","Masters"
"Cannabis","14","25","23","18","18","CL0","Masters"
"Choc","14","25","23","18","18","CL6","Masters"
"Coke","14","25","23","18","18","CL5","Masters"
"Crack","14","25","23","18","18","CL0","Masters"
"Ecstasy","14","25","23","18","18","CL5","Masters"
"Heroin","14","25","23","18","18","CL0","Masters"
"Ketamine","14","25","23","18","18","CL0","Masters"
"Legalh","14","25","23","18","18","CL5","Masters"
"LSD","14","25","23","18","18","CL4","Masters"
"Meth","14","25","23","18","18","CL0","Masters"
"Mushrooms","14","25","23","18","18","CL3","Masters"
"Nicotine","14","25","23","18","18","CL0","Masters"
"Semer","14","25","23","18","18","CL0","Masters"
"VSA","14","25","23","18","18","CL0","Masters"
"Alcohol","31","23","18","21","17","CL5","<16"
"Amphet","31","23","18","21","17","CL4","<16"
"Amyl","31","23","18","21","17","CL0","<16"
"Benzos","31","23","18","21","17","CL3","<16"
"Caff","31","23","18","21","17","CL6","<16"
"Cannabis","31","23","18","21","17","CL6","<16"
"Choc","31","23","18","21","17","CL4","<16"
"Coke","31","23","18","21","17","CL2","<16"
"Crack","31","23","18","21","17","CL2","<16"
"Ecstasy","31","23","18","21","17","CL0","<16"
"Heroin","31","23","18","21","17","CL0","<16"
"Ketamine","31","23","18","21","17","CL0","<16"
"Legalh","31","23","18","21","17","CL0","<16"
"LSD","31","23","18","21","17","CL2","<16"
"Meth","31","23","18","21","17","CL0","<16"
"Mushrooms","31","23","18","21","17","CL2","<16"
"Nicotine","31","23","18","21","17","CL6","<16"
"Semer","31","23","18","21","17","CL0","<16"
"VSA","31","23","18","21","17","CL0","<16"
"Alcohol","15","30","24","24","29","CL5","University Degree"
"Amphet","15","30","24","24","29","CL0","University Degree"
"Amyl","15","30","24","24","29","CL0","University Degree"
"Benzos","15","30","24","24","29","CL2","University Degree"
"Caff","15","30","24","24","29","CL6","University Degree"
"Cannabis","15","30","24","24","29","CL1","University Degree"
"Choc","15","30","24","24","29","CL6","University Degree"
"Coke","15","30","24","24","29","CL0","University Degree"
"Crack","15","30","24","24","29","CL0","University Degree"
"Ecstasy","15","30","24","24","29","CL0","University Degree"
"Heroin","15","30","24","24","29","CL0","University Degree"
"Ketamine","15","30","24","24","29","CL0","University Degree"
"Legalh","15","30","24","24","29","CL0","University Degree"
"LSD","15","30","24","24","29","CL1","University Degree"
"Meth","15","30","24","24","29","CL0","University Degree"
"Mushrooms","15","30","24","24","29","CL1","University Degree"
"Nicotine","15","30","24","24","29","CL6","University Degree"
"Semer","15","30","24","24","29","CL0","University Degree"
"VSA","15","30","24","24","29","CL0","University Degree"
"Alcohol","21","27","21","20","25","CL5","PhD"
"Amphet","21","27","21","20","25","CL4","PhD"
"Amyl","21","27","21","20","25","CL0","PhD"
"Benzos","21","27","21","20","25","CL4","PhD"
"Caff","21","27","21","20","25","CL6","PhD"
"Cannabis","21","27","21","20","25","CL6","PhD"
"Choc","21","27","21","20","25","CL3","PhD"
"Coke","21","27","21","20","25","CL3","PhD"
"Crack","21","27","21","20","25","CL3","PhD"
"Ecstasy","21","27","21","20","25","CL3","PhD"
"Heroin","21","27","21","20","25","CL3","PhD"
"Ketamine","21","27","21","20","25","CL3","PhD"
"Legalh","21","27","21","20","25","CL3","PhD"
"LSD","21","27","21","20","25","CL3","PhD"
"Meth","21","27","21","20","25","CL3","PhD"
"Mushrooms","21","27","21","20","25","CL3","PhD"
"Nicotine","21","27","21","20","25","CL6","PhD"
"Semer","21","27","21","20","25","CL0","PhD"
"VSA","21","27","21","20","25","CL0","PhD"
"Alcohol","31","25","25","10","25","CL4","Some College"
"Amphet","31","25","25","10","25","CL0","Some College"
"Amyl","31","25","25","10","25","CL0","Some College"
"Benzos","31","25","25","10","25","CL0","Some College"
"Caff","31","25","25","10","25","CL6","Some College"
"Cannabis","31","25","25","10","25","CL5","Some College"
"Choc","31","25","25","10","25","CL5","Some College"
"Coke","31","25","25","10","25","CL0","Some College"
"Crack","31","25","25","10","25","CL0","Some College"
"Ecstasy","31","25","25","10","25","CL0","Some College"
"Heroin","31","25","25","10","25","CL0","Some College"
"Ketamine","31","25","25","10","25","CL0","Some College"
"Legalh","31","25","25","10","25","CL4","Some College"
"LSD","31","25","25","10","25","CL0","Some College"
"Meth","31","25","25","10","25","CL3","Some College"
"Mushrooms","31","25","25","10","25","CL3","Some College"
"Nicotine","31","25","25","10","25","CL3","Some College"
"Semer","31","25","25","10","25","CL0","Some College"
"VSA","31","25","25","10","25","CL0","Some College"
"Alcohol","29","10","27","23","21","CL6","University Degree"
"Amphet","29","10","27","23","21","CL0","University Degree"
"Amyl","29","10","27","23","21","CL0","University Degree"
"Benzos","29","10","27","23","21","CL0","University Degree"
"Caff","29","10","27","23","21","CL6","University Degree"
"Cannabis","29","10","27","23","21","CL0","University Degree"
"Choc","29","10","27","23","21","CL4","University Degree"
"Coke","29","10","27","23","21","CL0","University Degree"
"Crack","29","10","27","23","21","CL0","University Degree"
"Ecstasy","29","10","27","23","21","CL0","University Degree"
"Heroin","29","10","27","23","21","CL0","University Degree"
"Ketamine","29","10","27","23","21","CL0","University Degree"
"Legalh","29","10","27","23","21","CL3","University Degree"
"LSD","29","10","27","23","21","CL3","University Degree"
"Meth","29","10","27","23","21","CL0","University Degree"
"Mushrooms","29","10","27","23","21","CL4","University Degree"
"Nicotine","29","10","27","23","21","CL0","University Degree"
"Semer","29","10","27","23","21","CL0","University Degree"
"VSA","29","10","27","23","21","CL0","University Degree"
"Alcohol","20","27","30","22","22","CL6","University Degree"
"Amphet","20","27","30","22","22","CL3","University Degree"
"Amyl","20","27","30","22","22","CL3","University Degree"
"Benzos","20","27","30","22","22","CL3","University Degree"
"Caff","20","27","30","22","22","CL6","University Degree"
"Cannabis","20","27","30","22","22","CL6","University Degree"
"Choc","20","27","30","22","22","CL5","University Degree"
"Coke","20","27","30","22","22","CL2","University Degree"
"Crack","20","27","30","22","22","CL0","University Degree"
"Ecstasy","20","27","30","22","22","CL5","University Degree"
"Heroin","20","27","30","22","22","CL2","University Degree"
"Ketamine","20","27","30","22","22","CL3","University Degree"
"Legalh","20","27","30","22","22","CL4","University Degree"
"LSD","20","27","30","22","22","CL5","University Degree"
"Meth","20","27","30","22","22","CL3","University Degree"
"Mushrooms","20","27","30","22","22","CL2","University Degree"
"Nicotine","20","27","30","22","22","CL5","University Degree"
"Semer","20","27","30","22","22","CL0","University Degree"
"VSA","20","27","30","22","22","CL2","University Degree"
"Alcohol","20","24","19","25","21","CL6","University Degree"
"Amphet","20","24","19","25","21","CL4","University Degree"
"Amyl","20","24","19","25","21","CL0","University Degree"
"Benzos","20","24","19","25","21","CL3","University Degree"
"Caff","20","24","19","25","21","CL6","University Degree"
"Cannabis","20","24","19","25","21","CL6","University Degree"
"Choc","20","24","19","25","21","CL5","University Degree"
"Coke","20","24","19","25","21","CL4","University Degree"
"Crack","20","24","19","25","21","CL0","University Degree"
"Ecstasy","20","24","19","25","21","CL4","University Degree"
"Heroin","20","24","19","25","21","CL0","University Degree"
"Ketamine","20","24","19","25","21","CL3","University Degree"
"Legalh","20","24","19","25","21","CL3","University Degree"
"LSD","20","24","19","25","21","CL3","University Degree"
"Meth","20","24","19","25","21","CL0","University Degree"
"Mushrooms","20","24","19","25","21","CL5","University Degree"
"Nicotine","20","24","19","25","21","CL6","University Degree"
"Semer","20","24","19","25","21","CL0","University Degree"
"VSA","20","24","19","25","21","CL2","University Degree"
"Alcohol","41"," 3","23","32","19","CL5","Trade School"
"Amphet","41"," 3","23","32","19","CL1","Trade School"
"Amyl","41"," 3","23","32","19","CL0","Trade School"
"Benzos","41"," 3","23","32","19","CL0","Trade School"
"Caff","41"," 3","23","32","19","CL6","Trade School"
"Cannabis","41"," 3","23","32","19","CL6","Trade School"
"Choc","41"," 3","23","32","19","CL5","Trade School"
"Coke","41"," 3","23","32","19","CL1","Trade School"
"Crack","41"," 3","23","32","19","CL0","Trade School"
"Ecstasy","41"," 3","23","32","19","CL0","Trade School"
"Heroin","41"," 3","23","32","19","CL0","Trade School"
"Ketamine","41"," 3","23","32","19","CL0","Trade School"
"Legalh","41"," 3","23","32","19","CL0","Trade School"
"LSD","41"," 3","23","32","19","CL2","Trade School"
"Meth","41"," 3","23","32","19","CL0","Trade School"
"Mushrooms","41"," 3","23","32","19","CL2","Trade School"
"Nicotine","41"," 3","23","32","19","CL2","Trade School"
"Semer","41"," 3","23","32","19","CL0","Trade School"
"VSA","41"," 3","23","32","19","CL0","Trade School"
"Alcohol","25","34","28","28","37","CL6","PhD"
"Amphet","25","34","28","28","37","CL0","PhD"
"Amyl","25","34","28","28","37","CL0","PhD"
"Benzos","25","34","28","28","37","CL0","PhD"
"Caff","25","34","28","28","37","CL4","PhD"
"Cannabis","25","34","28","28","37","CL1","PhD"
"Choc","25","34","28","28","37","CL4","PhD"
"Coke","25","34","28","28","37","CL1","PhD"
"Crack","25","34","28","28","37","CL0","PhD"
"Ecstasy","25","34","28","28","37","CL0","PhD"
"Heroin","25","34","28","28","37","CL0","PhD"
"Ketamine","25","34","28","28","37","CL0","PhD"
"Legalh","25","34","28","28","37","CL0","PhD"
"LSD","25","34","28","28","37","CL1","PhD"
"Meth","25","34","28","28","37","CL0","PhD"
"Mushrooms","25","34","28","28","37","CL1","PhD"
"Nicotine","25","34","28","28","37","CL2","PhD"
"Semer","25","34","28","28","37","CL0","PhD"
"VSA","25","34","28","28","37","CL0","PhD"
"Alcohol","48"," 5","28","19"," 8","CL4","16"
"Amphet","48"," 5","28","19"," 8","CL0","16"
"Amyl","48"," 5","28","19"," 8","CL0","16"
"Benzos","48"," 5","28","19"," 8","CL6","16"
"Caff","48"," 5","28","19"," 8","CL6","16"
"Cannabis","48"," 5","28","19"," 8","CL0","16"
"Choc","48"," 5","28","19"," 8","CL5","16"
"Coke","48"," 5","28","19"," 8","CL2","16"
"Crack","48"," 5","28","19"," 8","CL0","16"
"Ecstasy","48"," 5","28","19"," 8","CL0","16"
"Heroin","48"," 5","28","19"," 8","CL0","16"
"Ketamine","48"," 5","28","19"," 8","CL0","16"
"Legalh","48"," 5","28","19"," 8","CL3","16"
"LSD","48"," 5","28","19"," 8","CL0","16"
"Meth","48"," 5","28","19"," 8","CL0","16"
"Mushrooms","48"," 5","28","19"," 8","CL0","16"
"Nicotine","48"," 5","28","19"," 8","CL4","16"
"Semer","48"," 5","28","19"," 8","CL0","16"
"VSA","48"," 5","28","19"," 8","CL0","16"
"Alcohol","35","19","27","12","22","CL6","University Degree"
"Amphet","35","19","27","12","22","CL0","University Degree"
"Amyl","35","19","27","12","22","CL3","University Degree"
"Benzos","35","19","27","12","22","CL3","University Degree"
"Caff","35","19","27","12","22","CL6","University Degree"
"Cannabis","35","19","27","12","22","CL3","University Degree"
"Choc","35","19","27","12","22","CL6","University Degree"
"Coke","35","19","27","12","22","CL0","University Degree"
"Crack","35","19","27","12","22","CL0","University Degree"
"Ecstasy","35","19","27","12","22","CL3","University Degree"
"Heroin","35","19","27","12","22","CL0","University Degree"
"Ketamine","35","19","27","12","22","CL0","University Degree"
"Legalh","35","19","27","12","22","CL0","University Degree"
"LSD","35","19","27","12","22","CL0","University Degree"
"Meth","35","19","27","12","22","CL0","University Degree"
"Mushrooms","35","19","27","12","22","CL0","University Degree"
"Nicotine","35","19","27","12","22","CL4","University Degree"
"Semer","35","19","27","12","22","CL0","University Degree"
"VSA","35","19","27","12","22","CL0","University Degree"
"Alcohol","32","15","26","28","25","CL5","Trade School"
"Amphet","32","15","26","28","25","CL1","Trade School"
"Amyl","32","15","26","28","25","CL1","Trade School"
"Benzos","32","15","26","28","25","CL4","Trade School"
"Caff","32","15","26","28","25","CL5","Trade School"
"Cannabis","32","15","26","28","25","CL6","Trade School"
"Choc","32","15","26","28","25","CL5","Trade School"
"Coke","32","15","26","28","25","CL2","Trade School"
"Crack","32","15","26","28","25","CL1","Trade School"
"Ecstasy","32","15","26","28","25","CL2","Trade School"
"Heroin","32","15","26","28","25","CL0","Trade School"
"Ketamine","32","15","26","28","25","CL0","Trade School"
"Legalh","32","15","26","28","25","CL2","Trade School"
"LSD","32","15","26","28","25","CL1","Trade School"
"Meth","32","15","26","28","25","CL0","Trade School"
"Mushrooms","32","15","26","28","25","CL2","Trade School"
"Nicotine","32","15","26","28","25","CL2","Trade School"
"Semer","32","15","26","28","25","CL0","Trade School"
"VSA","32","15","26","28","25","CL1","Trade School"
"Alcohol","34"," 8","20","21","18","CL0","Some College"
"Amphet","34"," 8","20","21","18","CL0","Some College"
"Amyl","34"," 8","20","21","18","CL0","Some College"
"Benzos","34"," 8","20","21","18","CL0","Some College"
"Caff","34"," 8","20","21","18","CL6","Some College"
"Cannabis","34"," 8","20","21","18","CL0","Some College"
"Choc","34"," 8","20","21","18","CL6","Some College"
"Coke","34"," 8","20","21","18","CL0","Some College"
"Crack","34"," 8","20","21","18","CL0","Some College"
"Ecstasy","34"," 8","20","21","18","CL0","Some College"
"Heroin","34"," 8","20","21","18","CL0","Some College"
"Ketamine","34"," 8","20","21","18","CL0","Some College"
"Legalh","34"," 8","20","21","18","CL3","Some College"
"LSD","34"," 8","20","21","18","CL0","Some College"
"Meth","34"," 8","20","21","18","CL0","Some College"
"Mushrooms","34"," 8","20","21","18","CL3","Some College"
"Nicotine","34"," 8","20","21","18","CL0","Some College"
"Semer","34"," 8","20","21","18","CL0","Some College"
"VSA","34"," 8","20","21","18","CL0","Some College"
"Alcohol","32","18","31","25","15","CL5","University Degree"
"Amphet","32","18","31","25","15","CL5","University Degree"
"Amyl","32","18","31","25","15","CL0","University Degree"
"Benzos","32","18","31","25","15","CL3","University Degree"
"Caff","32","18","31","25","15","CL6","University Degree"
"Cannabis","32","18","31","25","15","CL6","University Degree"
"Choc","32","18","31","25","15","CL6","University Degree"
"Coke","32","18","31","25","15","CL5","University Degree"
"Crack","32","18","31","25","15","CL0","University Degree"
"Ecstasy","32","18","31","25","15","CL3","University Degree"
"Heroin","32","18","31","25","15","CL0","University Degree"
"Ketamine","32","18","31","25","15","CL0","University Degree"
"Legalh","32","18","31","25","15","CL4","University Degree"
"LSD","32","18","31","25","15","CL3","University Degree"
"Meth","32","18","31","25","15","CL0","University Degree"
"Mushrooms","32","18","31","25","15","CL2","University Degree"
"Nicotine","32","18","31","25","15","CL6","University Degree"
"Semer","32","18","31","25","15","CL0","University Degree"
"VSA","32","18","31","25","15","CL0","University Degree"
"Alcohol","45","19","23","20","24","CL6","<16"
"Amphet","45","19","23","20","24","CL0","<16"
"Amyl","45","19","23","20","24","CL0","<16"
"Benzos","45","19","23","20","24","CL3","<16"
"Caff","45","19","23","20","24","CL4","<16"
"Cannabis","45","19","23","20","24","CL6","<16"
"Choc","45","19","23","20","24","CL5","<16"
"Coke","45","19","23","20","24","CL0","<16"
"Crack","45","19","23","20","24","CL0","<16"
"Ecstasy","45","19","23","20","24","CL3","<16"
"Heroin","45","19","23","20","24","CL0","<16"
"Ketamine","45","19","23","20","24","CL0","<16"
"Legalh","45","19","23","20","24","CL2","<16"
"LSD","45","19","23","20","24","CL0","<16"
"Meth","45","19","23","20","24","CL3","<16"
"Mushrooms","45","19","23","20","24","CL4","<16"
"Nicotine","45","19","23","20","24","CL3","<16"
"Semer","45","19","23","20","24","CL0","<16"
"VSA","45","19","23","20","24","CL0","<16"
"Alcohol","23","20","15","20","21","CL3","Some College"
"Amphet","23","20","15","20","21","CL0","Some College"
"Amyl","23","20","15","20","21","CL0","Some College"
"Benzos","23","20","15","20","21","CL2","Some College"
"Caff","23","20","15","20","21","CL6","Some College"
"Cannabis","23","20","15","20","21","CL6","Some College"
"Choc","23","20","15","20","21","CL3","Some College"
"Coke","23","20","15","20","21","CL2","Some College"
"Crack","23","20","15","20","21","CL2","Some College"
"Ecstasy","23","20","15","20","21","CL2","Some College"
"Heroin","23","20","15","20","21","CL0","Some College"
"Ketamine","23","20","15","20","21","CL0","Some College"
"Legalh","23","20","15","20","21","CL2","Some College"
"LSD","23","20","15","20","21","CL2","Some College"
"Meth","23","20","15","20","21","CL2","Some College"
"Mushrooms","23","20","15","20","21","CL2","Some College"
"Nicotine","23","20","15","20","21","CL6","Some College"
"Semer","23","20","15","20","21","CL0","Some College"
"VSA","23","20","15","20","21","CL2","Some College"
"Alcohol","37"," 6","23","22","10","CL3","18"
"Amphet","37"," 6","23","22","10","CL2","18"
"Amyl","37"," 6","23","22","10","CL0","18"
"Benzos","37"," 6","23","22","10","CL4","18"
"Caff","37"," 6","23","22","10","CL6","18"
"Cannabis","37"," 6","23","22","10","CL2","18"
"Choc","37"," 6","23","22","10","CL6","18"
"Coke","37"," 6","23","22","10","CL2","18"
"Crack","37"," 6","23","22","10","CL2","18"
"Ecstasy","37"," 6","23","22","10","CL2","18"
"Heroin","37"," 6","23","22","10","CL4","18"
"Ketamine","37"," 6","23","22","10","CL0","18"
"Legalh","37"," 6","23","22","10","CL2","18"
"LSD","37"," 6","23","22","10","CL2","18"
"Meth","37"," 6","23","22","10","CL6","18"
"Mushrooms","37"," 6","23","22","10","CL2","18"
"Nicotine","37"," 6","23","22","10","CL6","18"
"Semer","37"," 6","23","22","10","CL0","18"
"VSA","37"," 6","23","22","10","CL0","18"
"Alcohol","35","21","21","15","16","CL6","Some College"
"Amphet","35","21","21","15","16","CL5","Some College"
"Amyl","35","21","21","15","16","CL0","Some College"
"Benzos","35","21","21","15","16","CL6","Some College"
"Caff","35","21","21","15","16","CL6","Some College"
"Cannabis","35","21","21","15","16","CL4","Some College"
"Choc","35","21","21","15","16","CL6","Some College"
"Coke","35","21","21","15","16","CL4","Some College"
"Crack","35","21","21","15","16","CL0","Some College"
"Ecstasy","35","21","21","15","16","CL0","Some College"
"Heroin","35","21","21","15","16","CL0","Some College"
"Ketamine","35","21","21","15","16","CL0","Some College"
"Legalh","35","21","21","15","16","CL3","Some College"
"LSD","35","21","21","15","16","CL0","Some College"
"Meth","35","21","21","15","16","CL6","Some College"
"Mushrooms","35","21","21","15","16","CL0","Some College"
"Nicotine","35","21","21","15","16","CL5","Some College"
"Semer","35","21","21","15","16","CL0","Some College"
"VSA","35","21","21","15","16","CL2","Some College"
"Alcohol","17","36","31","17","22","CL5","18"
"Amphet","17","36","31","17","22","CL4","18"
"Amyl","17","36","31","17","22","CL0","18"
"Benzos","17","36","31","17","22","CL2","18"
"Caff","17","36","31","17","22","CL6","18"
"Cannabis","17","36","31","17","22","CL6","18"
"Choc","17","36","31","17","22","CL5","18"
"Coke","17","36","31","17","22","CL0","18"
"Crack","17","36","31","17","22","CL0","18"
"Ecstasy","17","36","31","17","22","CL4","18"
"Heroin","17","36","31","17","22","CL0","18"
"Ketamine","17","36","31","17","22","CL0","18"
"Legalh","17","36","31","17","22","CL4","18"
"LSD","17","36","31","17","22","CL6","18"
"Meth","17","36","31","17","22","CL3","18"
"Mushrooms","17","36","31","17","22","CL3","18"
"Nicotine","17","36","31","17","22","CL6","18"
"Semer","17","36","31","17","22","CL0","18"
"VSA","17","36","31","17","22","CL3","18"
"Alcohol","31","14","30","18","21","CL5","PhD"
"Amphet","31","14","30","18","21","CL3","PhD"
"Amyl","31","14","30","18","21","CL1","PhD"
"Benzos","31","14","30","18","21","CL2","PhD"
"Caff","31","14","30","18","21","CL6","PhD"
"Cannabis","31","14","30","18","21","CL3","PhD"
"Choc","31","14","30","18","21","CL6","PhD"
"Coke","31","14","30","18","21","CL3","PhD"
"Crack","31","14","30","18","21","CL0","PhD"
"Ecstasy","31","14","30","18","21","CL1","PhD"
"Heroin","31","14","30","18","21","CL0","PhD"
"Ketamine","31","14","30","18","21","CL0","PhD"
"Legalh","31","14","30","18","21","CL0","PhD"
"LSD","31","14","30","18","21","CL1","PhD"
"Meth","31","14","30","18","21","CL2","PhD"
"Mushrooms","31","14","30","18","21","CL1","PhD"
"Nicotine","31","14","30","18","21","CL5","PhD"
"Semer","31","14","30","18","21","CL0","PhD"
"VSA","31","14","30","18","21","CL0","PhD"
"Alcohol","25","12","32","18","26","CL6","Trade School"
"Amphet","25","12","32","18","26","CL0","Trade School"
"Amyl","25","12","32","18","26","CL0","Trade School"
"Benzos","25","12","32","18","26","CL3","Trade School"
"Caff","25","12","32","18","26","CL5","Trade School"
"Cannabis","25","12","32","18","26","CL6","Trade School"
"Choc","25","12","32","18","26","CL5","Trade School"
"Coke","25","12","32","18","26","CL0","Trade School"
"Crack","25","12","32","18","26","CL0","Trade School"
"Ecstasy","25","12","32","18","26","CL0","Trade School"
"Heroin","25","12","32","18","26","CL0","Trade School"
"Ketamine","25","12","32","18","26","CL0","Trade School"
"Legalh","25","12","32","18","26","CL3","Trade School"
"LSD","25","12","32","18","26","CL4","Trade School"
"Meth","25","12","32","18","26","CL3","Trade School"
"Mushrooms","25","12","32","18","26","CL0","Trade School"
"Nicotine","25","12","32","18","26","CL3","Trade School"
"Semer","25","12","32","18","26","CL0","Trade School"
"VSA","25","12","32","18","26","CL2","Trade School"
"Alcohol","22","18","12","15","10","CL0","Some College"
"Amphet","22","18","12","15","10","CL2","Some College"
"Amyl","22","18","12","15","10","CL3","Some College"
"Benzos","22","18","12","15","10","CL2","Some College"
"Caff","22","18","12","15","10","CL3","Some College"
"Cannabis","22","18","12","15","10","CL4","Some College"
"Choc","22","18","12","15","10","CL1","Some College"
"Coke","22","18","12","15","10","CL3","Some College"
"Crack","22","18","12","15","10","CL2","Some College"
"Ecstasy","22","18","12","15","10","CL1","Some College"
"Heroin","22","18","12","15","10","CL2","Some College"
"Ketamine","22","18","12","15","10","CL1","Some College"
"Legalh","22","18","12","15","10","CL2","Some College"
"LSD","22","18","12","15","10","CL1","Some College"
"Meth","22","18","12","15","10","CL2","Some College"
"Mushrooms","22","18","12","15","10","CL4","Some College"
"Nicotine","22","18","12","15","10","CL2","Some College"
"Semer","22","18","12","15","10","CL3","Some College"
"VSA","22","18","12","15","10","CL1","Some College"
"Alcohol","38","22","20","23","15","CL5","Some College"
"Amphet","38","22","20","23","15","CL3","Some College"
"Amyl","38","22","20","23","15","CL2","Some College"
"Benzos","38","22","20","23","15","CL2","Some College"
"Caff","38","22","20","23","15","CL6","Some College"
"Cannabis","38","22","20","23","15","CL2","Some College"
"Choc","38","22","20","23","15","CL6","Some College"
"Coke","38","22","20","23","15","CL5","Some College"
"Crack","38","22","20","23","15","CL0","Some College"
"Ecstasy","38","22","20","23","15","CL4","Some College"
"Heroin","38","22","20","23","15","CL0","Some College"
"Ketamine","38","22","20","23","15","CL2","Some College"
"Legalh","38","22","20","23","15","CL2","Some College"
"LSD","38","22","20","23","15","CL0","Some College"
"Meth","38","22","20","23","15","CL0","Some College"
"Mushrooms","38","22","20","23","15","CL2","Some College"
"Nicotine","38","22","20","23","15","CL6","Some College"
"Semer","38","22","20","23","15","CL0","Some College"
